File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF338ZHW	fastq	reads	ENCSR389OCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				JUND-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF330CKH		2729029381	Michael Snyder, Stanford	bcb3963efc84147da76d7c265cdecc98		https://www.encodeproject.org/files/ENCFF338ZHW/@@download/ENCFF338ZHW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF005IOS	fastq	reads	ENCSR389OCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				JUND-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF972IHZ		2391713899	Michael Snyder, Stanford	f10e46e2dbb2f671415f870d9c540b48		https://www.encodeproject.org/files/ENCFF005IOS/@@download/ENCFF005IOS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF972IHZ	fastq	reads	ENCSR389OCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				JUND-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF005IOS		2198352792	Michael Snyder, Stanford	20bef441421921144aa2eee7a5043de3		https://www.encodeproject.org/files/ENCFF972IHZ/@@download/ENCFF972IHZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF486STS	fastq	reads	ENCSR469EFL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF479FLV		2703312133	Michael Snyder, Stanford	e1fff8cc3ea2d9541781e481e5d0d69d		https://www.encodeproject.org/files/ENCFF486STS/@@download/ENCFF486STS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF479FLV	fastq	reads	ENCSR469EFL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF486STS		2938308793	Michael Snyder, Stanford	0829b10565ea5fc66b497bb4e1033444		https://www.encodeproject.org/files/ENCFF479FLV/@@download/ENCFF479FLV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF406CBC	fastq	reads	ENCSR469EFL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF148WKC		2558545173	Michael Snyder, Stanford	fcd2e8b10b873fadd388095a1a276e84		https://www.encodeproject.org/files/ENCFF406CBC/@@download/ENCFF406CBC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF148WKC	fastq	reads	ENCSR469EFL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF406CBC		2312918299	Michael Snyder, Stanford	873845a1076024d33c0f8e4da0bc0c30		https://www.encodeproject.org/files/ENCFF148WKC/@@download/ENCFF148WKC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF659HXE	fastq	reads	ENCSR810RIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB9-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF421NAC		1618851663	Michael Snyder, Stanford	adf76eade26ea48624ff4a7e3517497a		https://www.encodeproject.org/files/ENCFF659HXE/@@download/ENCFF659HXE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF568YGM	fastq	reads	ENCSR810RIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB9-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF535AXO		2511562783	Michael Snyder, Stanford	65ce22865e6b182a33ddc95a6d4d38b4		https://www.encodeproject.org/files/ENCFF568YGM/@@download/ENCFF568YGM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF421NAC	fastq	reads	ENCSR810RIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB9-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF659HXE		2011160978	Michael Snyder, Stanford	6c2332f9be1d3f0f31b1cd492516fe7f		https://www.encodeproject.org/files/ENCFF421NAC/@@download/ENCFF421NAC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF535AXO	fastq	reads	ENCSR810RIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB9-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF568YGM		3113388568	Michael Snyder, Stanford	4c2ca18a4508b2fad9b654b27d1d6db8		https://www.encodeproject.org/files/ENCFF535AXO/@@download/ENCFF535AXO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF110SOS	fastq	reads	ENCSR028FBD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				DPF2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF059XOL		2554081434	Michael Snyder, Stanford	35946966b6c39b7a79aaac0dc2bf023f		https://www.encodeproject.org/files/ENCFF110SOS/@@download/ENCFF110SOS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF059XOL	fastq	reads	ENCSR028FBD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				DPF2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF110SOS		2905790939	Michael Snyder, Stanford	526596198abb6a40e5ebf974085df5ef		https://www.encodeproject.org/files/ENCFF059XOL/@@download/ENCFF059XOL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF751GIQ	fastq	reads	ENCSR028FBD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				DPF2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF950IGL		2293566881	Michael Snyder, Stanford	9796662b56048dec9c773726adf45f13		https://www.encodeproject.org/files/ENCFF751GIQ/@@download/ENCFF751GIQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF950IGL	fastq	reads	ENCSR028FBD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				DPF2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF751GIQ		2677190635	Michael Snyder, Stanford	c43fef8bc963415fe8f90ca95ecd18d5		https://www.encodeproject.org/files/ENCFF950IGL/@@download/ENCFF950IGL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF648GRX	fastq	reads	ENCSR733TFF	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MEIS2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF329WZI		1665319758	Michael Snyder, Stanford	506945fc50e5c1b2b5117807b33de4f3		https://www.encodeproject.org/files/ENCFF648GRX/@@download/ENCFF648GRX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF329WZI	fastq	reads	ENCSR733TFF	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MEIS2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF648GRX		1961953449	Michael Snyder, Stanford	0bf009dc56791af62c460945dafa709d		https://www.encodeproject.org/files/ENCFF329WZI/@@download/ENCFF329WZI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF352GFG	fastq	reads	ENCSR733TFF	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MEIS2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF521EXK		1599590203	Michael Snyder, Stanford	58f49483becc00545afc7c2c1090ae23		https://www.encodeproject.org/files/ENCFF352GFG/@@download/ENCFF352GFG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF521EXK	fastq	reads	ENCSR733TFF	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MEIS2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF352GFG		1685073558	Michael Snyder, Stanford	87bdc57d867293c7bff41a977db773c7		https://www.encodeproject.org/files/ENCFF521EXK/@@download/ENCFF521EXK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF738CJP	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF175QVY		2577893485	Michael Snyder, Stanford	7a2f86d860406846d9b890add5d90362		https://www.encodeproject.org/files/ENCFF738CJP/@@download/ENCFF738CJP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF383KKA	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF597VAU		2162393490	Michael Snyder, Stanford	c158121c48f06d0e4bc130e5ab53e12a		https://www.encodeproject.org/files/ENCFF383KKA/@@download/ENCFF383KKA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF175QVY	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF738CJP		3196439794	Michael Snyder, Stanford	2f904c8ffea627809ee087e8663d4603		https://www.encodeproject.org/files/ENCFF175QVY/@@download/ENCFF175QVY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF597VAU	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF383KKA		2601453459	Michael Snyder, Stanford	f36aaced013f1f04f086320ea4f26138		https://www.encodeproject.org/files/ENCFF597VAU/@@download/ENCFF597VAU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF221IJJ	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF976OKU		2312500615	Michael Snyder, Stanford	bfec93dfdc52e61e7dd49cb5fd56762b		https://www.encodeproject.org/files/ENCFF221IJJ/@@download/ENCFF221IJJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF263NHD	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF896MCZ		2203873796	Michael Snyder, Stanford	e5a4010697adde7f5d75a2d2ea9c65df		https://www.encodeproject.org/files/ENCFF263NHD/@@download/ENCFF263NHD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF976OKU	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF221IJJ		2671763479	Michael Snyder, Stanford	996a05adc326a9b349b10aa90e3ad053		https://www.encodeproject.org/files/ENCFF976OKU/@@download/ENCFF976OKU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF896MCZ	fastq	reads	ENCSR385ZTW	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFE2L1-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF263NHD		2542225968	Michael Snyder, Stanford	64cabceae54582ff18f175fb4a30837a		https://www.encodeproject.org/files/ENCFF896MCZ/@@download/ENCFF896MCZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF089ESH	fastq	reads	ENCSR715EDZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SP2-human	RNA					False	2017-11-20	ENCODE				4	1	101		paired-ended	1	ENCFF551LYI		3891321240	Michael Snyder, Stanford	8ed6ae2ac8ea0f74111273f7ba0bc474		https://www.encodeproject.org/files/ENCFF089ESH/@@download/ENCFF089ESH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF593VZN	fastq	reads	ENCSR715EDZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SP2-human	RNA					False	2017-11-20	ENCODE				3	1	101		paired-ended	1	ENCFF316RQB		3186563832	Michael Snyder, Stanford	9cd84ac111096df209d982a0c118cc1d		https://www.encodeproject.org/files/ENCFF593VZN/@@download/ENCFF593VZN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF316RQB	fastq	reads	ENCSR715EDZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SP2-human	RNA					False	2017-11-20	ENCODE				3	1	101		paired-ended	2	ENCFF593VZN		3562292761	Michael Snyder, Stanford	2f2616f28f8ac3cf2b6577237e43452e		https://www.encodeproject.org/files/ENCFF316RQB/@@download/ENCFF316RQB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF551LYI	fastq	reads	ENCSR715EDZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SP2-human	RNA					False	2017-11-20	ENCODE				4	1	101		paired-ended	2	ENCFF089ESH		4474131256	Michael Snyder, Stanford	e43746788a1db5bee2346ef1c18786c3		https://www.encodeproject.org/files/ENCFF551LYI/@@download/ENCFF551LYI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF735SCO	fastq	reads	ENCSR715EDZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SP2-human	RNA					False	2017-11-20	ENCODE				2	1	101		paired-ended	2	ENCFF737IAJ		2581036131	Michael Snyder, Stanford	eef83c4a8ca7aea0c12392724cb00ec7		https://www.encodeproject.org/files/ENCFF735SCO/@@download/ENCFF735SCO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF737IAJ	fastq	reads	ENCSR715EDZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SP2-human	RNA					False	2017-11-20	ENCODE				2	1	101		paired-ended	1	ENCFF735SCO		2292246183	Michael Snyder, Stanford	3c97a37d3cd6d0822c95cd421b36e2be		https://www.encodeproject.org/files/ENCFF737IAJ/@@download/ENCFF737IAJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF475DMT	fastq	reads	ENCSR800PWS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TBL1XR1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF168JUC		3137173582	Michael Snyder, Stanford	5be9f3ff1d4f42dcd3e028e7cb54260e		https://www.encodeproject.org/files/ENCFF475DMT/@@download/ENCFF475DMT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF715DFE	fastq	reads	ENCSR800PWS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TBL1XR1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF371DBF		1658194027	Michael Snyder, Stanford	13a0023c73043219576f7535e3c773ab		https://www.encodeproject.org/files/ENCFF715DFE/@@download/ENCFF715DFE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF371DBF	fastq	reads	ENCSR800PWS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TBL1XR1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF715DFE		1853166813	Michael Snyder, Stanford	7201baf0ec2adc7bf87275bc1e298576		https://www.encodeproject.org/files/ENCFF371DBF/@@download/ENCFF371DBF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF168JUC	fastq	reads	ENCSR800PWS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TBL1XR1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF475DMT		3347733466	Michael Snyder, Stanford	abc692fd7369340ec3438e7d548cf900		https://www.encodeproject.org/files/ENCFF168JUC/@@download/ENCFF168JUC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF203LKR	fastq	reads	ENCSR713AEC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HINFP-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF684RNI		2341427117	Michael Snyder, Stanford	89d04204b4bf04bd737ffb9bf4e5767f		https://www.encodeproject.org/files/ENCFF203LKR/@@download/ENCFF203LKR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF875FSC	fastq	reads	ENCSR713AEC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HINFP-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF134IMO		2464324814	Michael Snyder, Stanford	af2ba18d315db2483b724ddeb2af1e56		https://www.encodeproject.org/files/ENCFF875FSC/@@download/ENCFF875FSC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF684RNI	fastq	reads	ENCSR713AEC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HINFP-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF203LKR		2823398193	Michael Snyder, Stanford	e7ebe14e8abce3e17c4542b828c0b954		https://www.encodeproject.org/files/ENCFF684RNI/@@download/ENCFF684RNI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF134IMO	fastq	reads	ENCSR713AEC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HINFP-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF875FSC		2966222204	Michael Snyder, Stanford	55df943ff4a2b2b2decaaf7d5e16ba9e		https://www.encodeproject.org/files/ENCFF134IMO/@@download/ENCFF134IMO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF441ZMX	fastq	reads	ENCSR911BML	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZC3H11A-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF586DKM		2459604758	Michael Snyder, Stanford	df56dc78415aa2daa209fcde0056acd9		https://www.encodeproject.org/files/ENCFF441ZMX/@@download/ENCFF441ZMX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF579EXF	fastq	reads	ENCSR911BML	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZC3H11A-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF817AUH		2912209415	Michael Snyder, Stanford	18e67d7574c26f52516e09a0f5a73199		https://www.encodeproject.org/files/ENCFF579EXF/@@download/ENCFF579EXF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF817AUH	fastq	reads	ENCSR911BML	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZC3H11A-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF579EXF		3544119352	Michael Snyder, Stanford	d16441fe7d6ce51de57d7f107a0fe926		https://www.encodeproject.org/files/ENCFF817AUH/@@download/ENCFF817AUH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF586DKM	fastq	reads	ENCSR911BML	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZC3H11A-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF441ZMX		2998675531	Michael Snyder, Stanford	04f921dcb580de6dc47a80090e9f25df		https://www.encodeproject.org/files/ENCFF586DKM/@@download/ENCFF586DKM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF590KAZ	fastq	reads	ENCSR160YSN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN3-human	RNA					False	2018-01-17	ENCODE				2	1	101		paired-ended	2	ENCFF028FJL		4516558325	Michael Snyder, Stanford	7e5bf4d603c0e74460ce870c64e469e0		https://www.encodeproject.org/files/ENCFF590KAZ/@@download/ENCFF590KAZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	insufficient read depth, missing spikeins	
ENCFF958RLR	fastq	reads	ENCSR160YSN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN3-human	RNA					False	2018-01-17	ENCODE				1	1	101		paired-ended	1	ENCFF522SXP		744877376	Michael Snyder, Stanford	fea9e90a4aa0ca440b5b811a70423a7e		https://www.encodeproject.org/files/ENCFF958RLR/@@download/ENCFF958RLR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	insufficient read depth, missing spikeins	
ENCFF522SXP	fastq	reads	ENCSR160YSN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN3-human	RNA					False	2018-01-17	ENCODE				1	1	101		paired-ended	2	ENCFF958RLR		874232843	Michael Snyder, Stanford	2ba38ff482e1abbbaf2ed59ad7cc0edc		https://www.encodeproject.org/files/ENCFF522SXP/@@download/ENCFF522SXP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	insufficient read depth, missing spikeins	
ENCFF028FJL	fastq	reads	ENCSR160YSN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN3-human	RNA					False	2018-01-17	ENCODE				2	1	101		paired-ended	1	ENCFF590KAZ		4271628735	Michael Snyder, Stanford	0145526e4ed80ab3347e39b148f6dafa		https://www.encodeproject.org/files/ENCFF028FJL/@@download/ENCFF028FJL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	insufficient read depth, missing spikeins	
ENCFF354LOB	fastq	reads	ENCSR171RTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CTBP1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF834BWB		2690128264	Michael Snyder, Stanford	fff8a21c2f063dd8ff24c5b199af7162		https://www.encodeproject.org/files/ENCFF354LOB/@@download/ENCFF354LOB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
